caption;commentsCount;firstComment;Comments/0/likesCount;Comments/0/Username;Comments/0/text;Comments/1/likesCount;Comments/1/ownerUsername;Comments/1/text;Comments/2/likesCount;Comments/2/ownerUsername;Comments/2/text;Comments/3/likesCount;Comments/3/ownerUsername;Comments/3/text;Comments/4/likesCount;Comments/4/ownerUsername;Comments/4/text;Comments/5/likesCount;Comments/5/ownerUsername;Comments/5/text;Comments/6/likesCount;Comments/6/ownerUsername;Comments/6/text;likesCount;ownerUsername;timestamp
"Hallo, Perkenalkan saya Rahmad Jaya Harefa Mahasiswa dari Universitas Sari Mutiara Medan. Saya mahasiswa yang mengikuti program Kampus merdeka yaitu Studi Indenpenden Bersertifikat di PT. Microsoft Indonesia Khususnya di Track Microsoft Productivity: The Modern Workplace.
Suatu kebanggaan bisa terpilih dan menjadi salah satu dari tiga belas ribu dua ratus tujuh puluh dua mahasiswa Magang dan Studi Indenpenden Bersertifikat merupakan suatu nilai tersendiri karena program ini adalah perdana dari kampus merdeka. Dipertemukan dengan rekan-rekan mahasiswa dari berbagai latar belakang program studi dan juga universitas merupakan sebuah kebahagiaan dan kebanggan tersendiri. Ada begitu banyak pengalaman yang didapatkan dan pengalaman ini akan tak akan saya lupakan.
 Selama kurang lebih 1 semester mengikuti Program Studi Indenpenden di PT Microsoft Indonesia khususnya di Track Microsoft Productivity, sangat banyak sekali ilmu yang saya dapatkan, dimulai dari Pengetahuan Tentang Apasaja Aplikasi Microsoft Power Platform, Azure, Penyimpanan Awan Microsoft yang Sangat Privat (Zero Trust), dan masih banyak lagi terlebih Pembuatan Aplikasi menggunakan power apps yang sangat membantu orang membuat aplikasi walaupun tidak memiliki basic tentang aplikasi karena Power apps tidak harus mngetahui Coding, didukung dengan power Automate yang dapat membuat pekerjaan menjadi lebih cepat dan Lebih Produktif sesuai alur yang kita butuhkan secara otomatis.
Jujur, jurusan saya Non IT. Tapi walaupun demikian, bukanlah suatu hambatan untuk mengikuti  program ini di PT Microsoft. Dikelas MP-006 Kami semua di ajarkan dimulai dari awal hingga kami mengetahui dan dapat menjalankanya, kami selalu diberikan semangat oleh mentor dan ass mentor dan diberikan pengertian jika misalnya ada kekurangan dari yang kami dapatkan. Terimakasih Banyak kampus merdeka, Pihak Microsoft dan #maribelajar dengan program yang sangat-sangat Bermanfaat ini, kami dapat mendapatkan pengetahuan di luar jurusan kami, dan bisa Terjun Langsung ke dalam Dunia usaha, industri dan teknologi.Program ini “IS THE BEST” semoga program ini terus berlanjut.
#microsoft #merdekakanpeluang #kampusmerdeka #studiindenpendenbersertifikat";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;51;radja.hrf;2021-12-20T16:51:39.000Z
"Hi!

Hampir 4 bulan belakangan ini aku mengikuti kegiatan Studi Independen di @microsofteducationindonesia @maribelajar_id yang diselenggarakan oleh @kampusmerdeka.ri
Banyak banget hal baru yang aku pelajari semenjak ikut kegiatan ini, aku juga berkesempatan ikut sertifikasi, dan tentunya banyak benefit lainnya

Seneng banget bisa berkesempatan belajar bareng mentor yang luar biasa @fitasukiyani yang udah membimbing secara langsung dengan sangat sabar dan professional

Terima kasih untuk @microsofteducationindonesia
@maribelajar_id
@kampusmerdeka.ri 

Semoga program ini bisa terus ada kedepannya!~

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";7;You're most welcome dik  tetap semangat dan sukses selalu ya;0;fitasukiyani;You're most welcome dik  tetap semangat dan sukses selalu ya;0;hanahan13;Gilak gilak gakuat anak kentang sibuk banget;0;syaarahnf;????;0;vnstania;;0;muthia_ap;@hanahan13 aduh aduh gimana ya wkwk;0;;;0;;;125;muthia_ap;2021-12-21T05:59:27.000Z
"Saya Muhammad Aldi Sofyan dari program studi Teknologi Industri Pertanian, Universitas Lambung Mangkurat. Saya merasa bersyukur dan merasa senang telah di terima dan menjadi bagian kelas di track Data & Artificial Intelligence dari program kampus merdeka pada mitra PT. Microsoft Indonesia. Program kampus merdeka ini sangat berguna dan bermanfaat sekali bagi saya kerena program ini memberikan kesempatan kepada mahasiswa untuk bisa mempelajari ilmu diluar prodi dan ilmu tersebut langsung didapatkan dari mitra industri. 

Banyak sekali kegiatan bermanfaat yang saya dapatkan ketika mengikuti kelas ini diantaranya tentang teknologi AI, dengan AI kita bisa melakukan mengetahui nama objek , membedakan objek , dan menganalisa umur dengan mudah. Ada juga kegiatan analisis data menggunakan software power BI, ini sangat membatu sekali dalam bekerja ketika kita dihadapkan dengan ribuan data untuk dianalisis dan memvisualisasikannya dengan cepat. Pada path power apps kita dapat melakukan pembuatan software sederhana yang mudah dilakukan tanpa melakukan coding terlebih dahulu, ini merupakan suatu kemajuan teknologi agar semua orang dapat mengembangkan software tanpa coding.

Saya ucapkan Terima kasih kepada PT . Microsoft Indonesia dan maribelajar mentor serta asisten mentor yang telah membimbing , memfasilitasi dan mengajari kami banyak hal tentang kemajuan teknologi sekarang ini.

#merdekakanpeluang #kampusmerdeka
#studiindependen #meribelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;36;aldisofyan04;2021-12-20T02:44:44.000Z
Hello, my name is Thania Ansali, from Polytechnic Manufacture of Bandung. In major of Automation Engineering Technology. Such an honor for me can join the Study Independent from Merdeka Belajar-Kampus Merdeka (MBKM). I learned a new topic from PT. Microsoft Indonesia is called Cloud Fundamentals. I did two sessions in a week, Synchronous and Asynchronous. In the synchronous phase, we gifted an explanation about some focuses like Azure Fundamentals, Power Platform, Security Compliance, and Azure Administrator. Then the asynchronous phase i did the learning path on Microsoft Learn, for the same topic in a week.  Also, i did the final project called Capstone Project to fulfill this learning track.  Last word, i want to say thank you to my mentor Mr. Erick Kurniawan and also to mentor assistant Mrs. Keren Keiza who help me so much during this activity. I learn so much new knowledge from the explanation. Such a good activity to join in to learn a new thing that i never tried before.;1;Follback ya cantik;0;genicgraphy;Follback ya cantik;0;;;0;;;0;;;0;;;0;;;0;;;84;niansali_;2021-12-20T00:35:16.000Z
"Halo semua! Perkenalkan nama saya Abdul Ghany Maila, salah satu peserta Studi Independen Bersertifikat Merdeka Belajar Kampus Merdeka di PT Microsoft Indonesia pada kelas MP-001 Microsoft Productivity: The Modern Workplace. 

Dua hari ke depan merupakan detik-detik episode terakhir menjalani program ini. Bila kembali mengingat saat pertama kali mengikuti program ini, rasanya menyenangkan bertemu dengan orang-orang baru yang memiliki keinginan yang lebih tinggi untuk belajar. Kemudian, empat bulan dilalui tak terasa begitu singkat dengan agenda perkuliahan sinkron dan asinkron dengan materi yang berbahasa Inggris dan Indonesia yang di mana setiap pertemuannya selalu dimulai tepat waktu bahkan kelas sudah dibuka 15 menit sebelum waktunya, meski ini dilakukan secara online. 

Sebagai pesan, harapannya program ini bisa selalu ada di setiap semester karena ini merupakan kegiatan yang luar biasa bagi mahasiswa untuk mendapatkan pengalaman dalam mengetahui dunia profesi dan mengembangkan diri menjadi tenaga kerja yang profesional. 

@microsofteducationindonesia
@maribelajar_id
@kampusmerdeka.ri

#Microsoft 
#MerdekakanPeluang 
#KampusMerdeka 
#StudiIndependen 
#MariBelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;ghanymaila;2021-12-20T23:20:04.000Z
"Hai! Perkenalkan, saya Nur Akhmad Dwinardi, salah satu students pada learning track Microsoft Productivity: The Modern Workplace, dalam program Studi Independen Bersertifikat yang diselenggarakan oleh Kemdikbudristek RI bersama PT. Microsoft Indonesia.?
?
Selama empat bulan mengikuti program Studi Independen ini, saya belajar banyak hal baik yang sangat bermanfaat, bertemu teman-teman baru dari seluruh Indonesia yang hebat-hebat, dan tentunya memperoleh kredensial yang sangat bermanfaat, yang akan memengaruhi kehidupan saya kelak. Sungguh pengalaman yang amat berharga yang tidak akan pernah saya lupakan! Terima kasih banyak!?
?
Dengan segala kerendahan hati, saya ucapkan pula terima kasih banyak kepada Mas Menteri Nadiem @nadiemmakarim beserta jajaran pada Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Republik Indonesia @kemdikbud.ri; kepada Bapak Obert Hoesanto beserta jajaran di PT. Microsoft Indonesia; para Mentor dan Asisten Mentor pada Komunitas MariBelajar Indonesia, utamanya untuk Ibu Clara Yunita dan Kak Muhammad Syahrir selaku Mentor dan Asisten Mentor Kelas MP-006; serta tentunya teman-teman dari Kelas MP-006 yang selalu suportif terhadap satu sama lain sejak awal hingga akhir program ini. Terima kasih banyak!?
?
Yuk, segera berpartisipasi dalam program-program Merdeka Belajar: Kampus Merdeka! Bersama, kita manfaatkan peluang untuk masa depan yang lebih terang! Semangattt! ?
#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar ?
@kampusmerdeka.ri?
@microsofteducationindonesia?
@maribelajar_id";7;@shellasagita masterpiece;1;ndwinardi;@shellasagita masterpiece;1;shellasagita;Gini amat mad backsoundnya??;1;meidaest;;1;amaliafauziahs;Caqep;1;farol_arvi;mwantap;1;adityamunajat;Terahmedahmed;0;shellasagita;@ndwinardi;-1;ndwinardi;2021-12-21T00:51:10.000Z
"Hallo Sobat Merdeka!!!

Saya Rizky Syafrullah telah selesai mengikuti serangkaian program MSIB Kampus Merdeka yang diselenggarakan oleh Kemenristekdikti. Saya mengambil program Studi Independen Bersertifikat (SIB) yang bermitra dengan PT. Microsoft Indonesia dengan jalur pembelajaran Microsoft Cloud Fundamental Track. Periode program SIB tersebut berlangsung dari 30 Agustus s/d 23 Desember 2021. Banyak kesan yang dirasakan dan pengalaman pembelajaran yang berbeda dari sebelumnya. Dimana pembelajaran yang diterapkan begitu variatif, inovatif, dan kolaboratif. Dengan mengikuti program Studi Independen Kampus Merdeka sangat mengesankan bagi saya karena bisa mendapatkan ilmu dan pengetahuan baru khususnya dalam bidang teknologi Cloud dari Microsoft, yaitu Azure & Power Platform.

Melalui program SIB Kampus Merdeka ini selain menjadi wadah yang sangat bermanfaat bagi mahasiswa karena melalui program ini mahasiswa dapat menambah relasi dan teman-teman yang berasal dari berbagai universitas yang ada diseluruh Indonesia. Saya sangat bersyukur karena mendapat kesempatan mengikuti program SIB Kampus Merdeka yang bermitra dengan PT. Microsoft Indonesia, karena selain mendapatkan ilmu saya juga mendapat kesempatan untuk mengikuti Microsoft Certification sebanyak 4 kali secara gratis, dan semuanya sertifikat internasional.

Terima kasih kepada pihak penyelenggara Kampus Merdeka, pihak Microsoft, pihak MariBelajar, dan khususnya untuk mentor saya pak Entik Insanudin yang selalu membimbing dan mendampingi selama program berlangsung. Tunggu apalagi untuk para Mahasiswa lainnya, Ayo daftarkan dirimu dalam program Merdeka Belajar Kampus Medeka (MBKM) pada Magang dan Studi Independen Bersertifikat (MSIB) .

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #maribelajar";4;Good game +_+;0;yudirizalsabani_;Good game +_+;0;syifasakiraa;Allhamdulillah kelar ya bang;0;rizky_syafrullah;@yudirizalsabani_ mabar yudd;0;;;0;;;0;;;0;;;87;rizky_syafrullah;2021-12-19T22:41:33.000Z
"Hallo semua, Perkenalkan nama saya Sidiq Tri Kusuma dari program studi Teknik Elektro Universitas Sultan Ageng Tirtayasa, saya adalah salah satu murid dari Kelas DAI-007 yang mengikuti program Studi Independen Bersertifikat di Microsoft. Kesan pesan saya selama mengikuti program ini adalah banyak ilmu yang dapat saya peroleh dari luar kampus sehingga dapat memberikan wawasan ataupun pengetahuan yang lebih luas dan juga dapat menambah pengalaman ataupun kemampuan saya dalam mengolah data ataupun memvisualisasikan data. 

Terimakasih kepada Microsoft, MariBelajar, MerdekaBelajarID, Kampus Merdeka yang telah memberikan saya kesempatan yang baik untuk mendapatkan lebih banyak eksplorasi di luar kampus dan tak lupa saya juga mengucapkan terimakasih kepada pak Charles Bernando selaku mentor dikelas saya yang telah memberikan ilmu ataupun materi yang belum pernah saya dapatkan di kampus.

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar #MSIB";2;Ganteng bos sodik;0;wicaksatya;Ganteng bos sodik;0;sita_4402201;Hai uma;0;;;0;;;0;;;0;;;0;;;36;sidiq_tri3010;2021-12-21T03:51:52.000Z
"Halo!
Saya Nila Mahardikawati Eka Damayanti dari Universitas Negeri Malang. Empat bulan menjadi bagian dari mahasiswa Studi Independen Bersertifikat di Microsoft adalah sebuah kebanggaan dan pengalaman yang tidak terlupakan. Memilih learning track Microsoft Productivity dan ditempatkan di kelas MP-006 memberi saya banyak pembelajaran tentang bagaimana menyelesaikan permasalahan nyata yang ada di sekitar dengan memanfaatkan beragam produk teknologi dari Microsoft. 

Tentu tidak mudah. Mempelajari sesuatu yang jauh dari latar belakang pendidikan yang sedang saya tempuh saat ini. Namun, itulah hakikat dari belajar, yaitu berusaha untuk memahami apa yang belum dimengerti. Kekurangan dan kesalahan adalah bagian dari perjalanan proses dalam belajar yang mana setiap usaha di dalamnya tetaplah patut untuk dihargai. Pembelajaran berharga ini pun, saya peroleh selama mengikuti kegiatan di kelas MP-006.

Terima kasih Bapak @nadiemmakarim, @kampusmerdeka.ri @microsofteducationindonesia dan @maribelajar_id , untuk kesempatan yang telah diberikan kepada mahasiswa agar dapat menambah pengetahuan dan keterampilan dari pengalaman belajar langsung di luar kampus. Kepada Ibu Clara Yunita selaku mentor utama dan Kak @m.syahrir_nasruddin  selaku asisten mentor, terima kasih untuk segala ilmu dan nasihat yang telah diberikan. Untuk teman-teman MP-006 seluruhnya, terima kasih untuk dukungan dan kerja samanya selama ini. 
Sampai jumpa di kesempatan berikutnya.
#microsoft #merdekakanpeluang #kampusmerdeka #studiindependen #maribelajar";12;;0;nissamrcll;;0;nurulfaazh;woohoo akhirnya selesai yaa;0;shellasagita;Wohooo;0;nindaea;Uuuuuuuuwww;0;nilamahardk;@nissamrcll nisaaa;0;;;0;;;152;nilamahardk;2021-12-21T12:17:01.000Z
"Halo salam kenal semuannya !! Saya Muhammad Iqbal Alfarizi, sebentar lagi akan menjadi alumni pertama program Studi Independent Bersertifikat pada PT. Microsoft Indonesia dengan learning track Cloud Fundamental

Tidak terasa hampir sudah 4 bulan berlalu saya mengikuti program ini, bisa dibilang program ini sangat menarik. Melalui program ini saya mendapatkan banyak sekali kesempatan untuk mempelajari hal baru dan memahami kebutuhan industri dimasa mendatang. Dengan didampingi mentor yang ahli dalam bidangnnya membuat kegiatan pembelajaran terasa lebih mudah dan menyenangkan, karena penjelasan yang diberikan disertai pemberian contoh yang mudah untuk dipahami.

Pengalaman yang sangat berharga bagi saya menjadi bagian dari program MSIB bersama Microsoft ini, berbagai manfaat yang saya dapatkan, menambah relasi, peningkatan soft skill dan hard skill. Terimakasih dari saya untuk pak Mentor, Asisten Mentor, dan teman-teman semuannya serta  Terimakasih banyak kepada  @microsofteducationindonesia @kampusmerdeka.ri
@maribelajar_id
Yang telah memberikan kesempatan kepada saya untuk mengikuti program ini. 
#Microsoft #MerdekanPeluang #StudiIndependent #Maribelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;37;alfarizim_iqbal;2021-12-22T01:45:37.000Z
"[Social Media Task]
“The Journey of A Thousand Miles Begins With One Step” Lao Tzu
Sebuah petualangan yang menakjubkan, dimulai dari sebuah langkah yang nyata, 4 bulan lalu saya telah memulai petualangan itu, sebuah Langkah yang membawa saya tepat dititik ini, titik dimana saya merasa lebih bermakna dari sebelumnya, banyak orang yang bilang ngapain belajar IT padahal kamu dari jurusan Biologi, mau ganti jurusan? Merasa ga bisa bersaing dengan teman yang lain? Dsb. Menurutku cara pandang seperti itu salah kawan. Di masa depan akan banyak sekali pekerjaan yang membutuhkan lebih dari 1 disiplin ilmu dalam prakteknya. 

Di masa depan standard tiap pekerjaan itu berubah, dan kita harus sadar sedari dini agar tidak kaget saat perubahan itu terjadi. Di era disrupsi yang penuh ketidakpastian ini, banyak sekali trend pekerjaan yang mungkin dulunya diidamkan banyak orang namun sekarang justru mulai ditinggalkan. Contoh paling nyata adalah bisnis wartel 

Dari wartel saya belajar banyak tentang banyak hal, dimana kita harus selalu beradaptasi dengan perubahan zaman yang semakin tidak menentu. Oleh karena itu saya mengambil program MSIB Microsoft Indonesia dengan learning path DATA & AI, karena saya yakin di masa depan akan banyak sekali issue yang dapat dipecahkan apabila kita dapat memahami arti dari sebuah data. Data adalah “The New Oil” yang keberadaannya sangat vital dalam pengambilan keputusan bagi perusahaan, sedangkan AI (Kecerdasan Buatan) merupakan teknologi yang diprediksi akan menggantikan pekerjaan manusia di masa depan. Banyak sekali industri saat ini yang telah menggunakan robot untuk mengautomasi pekerjaan mereka. Teknologi seperti ML, computer vision, NLP akan banyak mengurangi jumlah pekerja di masa depan. Di program ini saya mendapatkan ilmu dan wawasan yang sangat banyak dari para mentor dan juga resource pembelajaran yang cukup lengkap. Di program ini saya juga mendapatkan banyak sekali relasi dari berbagai penjuru dunia, dimana saya bisa mengikuti training days dari para expert di Microsoft serta kesempatan mengikuti sertifikasi global yang dapat menambah value di CV saya. 
#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #maribelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;76;hamdanfatah;2021-12-22T04:49:45.000Z
"Hallo Semua!! Perkenalkan saya Ziyan Fadilla Saporette, mahasiswa dari Politeknik Harapan Bersama. Saya mengikuti Program Studi Independen Kampus Merdeka di PT. Microsoft Indonesia. Suatu kebanggaan menjadi salah satu mahasiswa di Microsoft Productivity : The Modern Workplace dan bergabung di kelas MP-008 yang membuat saya bertemu dengan orang-orang baru dan sangat luar bisa. 
Special thanks to kak Rinaldi selaku mentor dan kak Nusaibah selaku asisten mentor kelas MP-008, terima kasih banyak untuk ilmu yang sudah diberikan saat pembelajaran di Microsoft Productivity selama kurang lebih 4 bulan. terimakasih juga kepada 
@nurull.e yang selalu menjadi support system dan teman-teman MP-008 terutama terutama teman-teman virtual saya @annisaawardhani dan @vivinshfrw yang selalu membantu saya dalam banyak hal. 
Terimakasih atas kesempatan bersar ini. sampai jumpa dilain kesempatan!";6;Samasama, makasih juga banyak2;0;vivinshfrw;Samasama, makasih juga banyak2;0;annisaawardhani;lov u bestie??;0;idangtok;Heyy;0;;;0;;;0;;;0;;;69;ziyanfadilla;2021-12-21T16:08:13.000Z
"Halo! Saya Yahya Putra Pradana dari Universitas Sebelas Maret, bangga dan bersyukur dapat menjadi bagian dari program studi independen ""Data and Artificial Intelligence"" di Microsoft.

30 Agustus - 23 Desember 2021 menjadi periode yang sangat berharga bagi saya. Banyak momen berkesan dan ilmu baru yang saya raih sebagai salah satu peserta studi independen di Microsoft, khususnya di bidang Data & Artificial Intelligence. Terima kasih kepada @microsofteducationindonesia dan @maribelajar_id atas kesempatan yang telah diberikan kepada saya untuk mempelajari lebih dalam tentang wawasan terkait ilmu data dan AI, serta berbagai layanan Microsoft, mulai dari Azure SQL Database hingga Power BI. Hal yang menarik bahwa mayoritas layanan tersebut ternyata minim coding, sehingga memberikan kemudahan bagi siapapun untuk mempelajari dan mahir dalam menggunakan layanan tersebut.

Selanjutnya, terima kasih pula kepada Pak Charles sebagai mentor dan kak Yuga sebagai asisten mentor yang telah membimbing, membagikan ilmunya, dan memberikan informasi-informasi penting, sehingga kegiatan studi dapat berjalan dengan lancar dan ilmunya dapat bermanfaat, baik bagi diri pribadi maupun peserta lainnya. Meskipun banyak tantangan dan rintangan yang harus dilalui selama program berlangsung, namun akhirnya saya dapat menyelesaikan program studi independen ini dengan baik. Terima kasih pula kepada @kemdikbud.ri dan @ditjen.dikti yang telah meluncurkan salah satu program keren ini (Magang dan Studi Independen) sebagai bagian dari program @kampusmerdeka.ri.

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";7;Mantap mas;0;dlilasitta1012;Mantap mas;0;saya.nanda;ajarin MySQL dungs bosQ;0;andi_rafly792;Anzay;0;fikfnzaa_;Ini nih wkwk @ridzkyhanura;0;yahyaputra19;@andi_rafly792 yok daftar yok;0;;;0;;;93;yahyaputra19;2021-12-21T12:49:31.000Z
